userName,score,at,content
Jordy Lendra,1,2021-10-03 06:27:46,Saya sudah izinkan lokasi tetapi masih harus kembali mengizinkan lokasi setiap kali ingin membuka aplikasi. Apakah tiap kali membuka app ini harus di re-install? Pada akhirnya saya tidak bisa membuka aplikasi ini sama sekali.
Ayu Damayanti,1,2021-09-23 13:00:08,Jelek 😓
Stanly Martin,1,2021-09-24 08:26:41,Ampas
adhe hilda,2,2021-09-24 02:13:53,"Sertivikat vaksin ke-2 saya tidak juga terbit sudah1 bulan lebih, sudah komplain lewat email dngan ktp dan kartu vaksinnya tpi respon selalu proses input tpi tdak jg terbit"
Yohanes Bima,1,2021-09-25 06:39:11,"server yang sangat buruk dan bug yang masih banyak terjadi di sana sini, saya tidak dapat mengisi tanggal lahir dan ini menjadi masalah serius jika tidak segeran ditangani. terima kasih"
mike's piano,1,2021-10-01 01:54:10,"Aplikasi buatan pemerintah biaya banyak tapi pengelolaan aplikasi buruk sekali, saya bingung dana nya dipakai buat apa ya??? Mau daftar vaksin susah benar, tidak bisa pencet ""Continue"". Aplikasi sampah"
Dias Oldy Wiratama,1,2021-10-12 02:56:34,"Aplikasi yang nggak bisa diandalkan. Unduh sertifikat vaksin nggakbisa, padahal udah tercatat vaksin ke 2. Lemot. Dan termasuk berat di aplikasi HP. Kalau nggak wajib punya ini ya gak bakalan ngunduh."
Deva Suhendra,1,2021-10-10 02:57:06,Aneh mau masuk login tidak bisa ngetik angka.. Lah masuknya aja pakek nomor hp sama email.. Email saya ada angkanya.. Gmn nih? Emng gak di test dulu tah dev? Sampe cuma login aja gak bisa ini..
Arrytama,5,2021-10-09 05:30:37,Bagusss!!!
Gita Dimarsandy,3,2021-10-04 13:17:41,"Sejak update, hasil PCR terakhir tgl 1 okt hilang. Coba utk edit profile, selalu muncul warning: Sesuaikan nama dan NIK dengan KTP. padahal sudah sesuai semua."
Hilmy Kamal,1,2021-09-14 16:44:28,Ribet
doni hafa,1,2021-09-30 08:45:18,Maksa
dodi sutapa,1,2021-09-17 05:07:17,sampah
jonathan siregar,1,2021-09-16 05:25:38,jelek
Dwi Ilmi,1,2021-10-12 04:21:57,Intoleran
Arko Mulawan,1,2021-09-25 08:13:41,ribet
Mario Gabriel,1,2021-10-02 00:48:37,"Gps sering nyangkut di luar radius justru MEMBUANG WAKTU & malah menimbulkan kerumunan. Mempersulit urusan orang lain, khususnya yg wajib masuk kerja tp harus scan bar code dulu."
Muhammad Daffa,1,2021-09-30 05:39:01,2 bulan sertifikat ke-2 belum keluar? Input data segitu lamanya ya? Dah kirim e-mail katanya sedang dalam penginputan. padahal orang tua Saya habis Vaksin kedua langsung keluar sertifikatnya.
devi siswani,1,2021-10-06 04:05:00,"Payah.. selalu lokasi selalu ga ter detect, butuh lebih dari 15 menit utk bisa update lokasi & check in. Padahal lokasi di Gmaps uda ter update. Kasih fitur utk pilih current location dong kayak di Gmaps"
Febby Romansyah,1,2021-09-20 06:44:07,"Padahal udah vaksin, tapi keterangan di aplikasi belum. Udah email kemana-mana ga ada tanggapan. Jelek banget Mending anggarannya buat yang lain deh. Ngabisin duit doang"
Jessica,1,2021-09-29 15:14:43,"Mohon maaf, kenapa sekarang pedulilindungi malah muncul di beberapa e-commerce ya? Terus fungsi sepenuhnya apk ini apa dong? Kenapa bukannya fokus perbaiki dan upgrade aja, malah numpang nempel bareng e-commerce? 🙄"
Ardyanto Ardyanto,1,2021-09-14 23:09:16,"Tidak bisa buka applikasi, selalu info kalau ""lokasi anda adalah lokasi buatan"" Saya tidak ada VPN atau metode lain yg merubah lokasi. Restart hp dan berulang kali reinstall tetap tidak bisa."
"Nugroho, GS",2,2021-10-07 06:53:00,Sudah laporan via email ttg: 1. Aplikasi hanya ScanQR Code saja tetapi tdk bisa check in;2.Data vaksin pertama lokasinya salah yg benar di Puskesma Kec Jatinegara.
mr Ipunk,1,2021-09-16 08:24:51,"Sebaiknya install saat kalian perlu saja, misal masuk mall atau masuk bandara. Aps tidak bisa logout, baterai habis.. dan memantau seluruh aktifitas masuk ke dalam media kita secara bebaa."
Jajanan Recommended,3,2021-09-24 10:22:53,"Aplikasi yg hanya peduli pada yg bisa divaksin. Yg tidak bisa divaksin, karena penyakit, gimana? Capek. Setiap masuk mal harus menunjukkan surat keterangan dokter. Harusnya bisa scan qr code juga setelah surat keterangan dokter diapprove di aplikasi , untuk yg tidak bisa divaksin. Aplikasi perlu dimodif.."
Andrew Dwiarto,1,2021-10-08 18:27:20,Batere abisssss!!!!!!!
Martahan BB Tambunan,5,2021-09-18 12:30:38,Ok
Muhammad Daffa Ghifari,1,2021-10-02 23:30:18,goreng
Raditio Kusumo Aji,1,2021-09-29 17:37:40,Jelek
Abdul Muid,5,2021-09-24 01:32:58,Bagus
Tulus Adhi Perbawa,1,2021-10-03 13:24:06,I'm
Rangga Haratama,1,2021-10-11 01:26:55,I'm
Siti Mahdiah,1,2021-10-09 06:44:53,"Parahh, masih banyak bug nya, ini saya ga bisa isi tanggal lahir...ehhh bisa bikin aplikasi ga si...nyusahin doang, mau masuk mall kan kudu scan beginian..udh ribet, alplikasi ancur yg buat"
Ceg,1,2021-09-19 11:15:15,"Setiap hari update mulu, banyak errornya, mau kemana mana susah kalo kaya gini, bkn mau nyalahin siapa², tapi untuk orang yang memiliki mobilitas tinggi dengan gangguan seperti ini sangat sangat merepotkan."
PARAHCUIGaming,1,2021-10-02 07:33:10,"Parahhhhhh asli parah banget pedulilindungi ini.... total 3 bulan +++ sertifikat vaksin salah tgl lahir , sudah email buat revisi malah 2 minggu++ gak ada perubahan sama sekali... jangan kan perubahan , dibales email jg gak + telp gak diangkat... gimana indonesia mau maju , pelayanan nya aja bobrok !!!!!! Pecat aj karyawan yg gak becus kerja !!!!!!!"
Nunky Soeharyo,1,2021-09-30 11:48:37,"Ini tgl lahirnya bolak balik dimasukin salah , pasahal udh install u install ...3x...nyusahin bgt nich apps...kalo blm bs buat apps yg sesuai dgn kebutuhan gak usah pake peraturan harus PL..PL...nyusahin orang"
Erwin Tangoy,1,2021-10-03 11:06:13,Aplikasi 👎👎👎👎👎.....
Dea Eka Padma,1,2021-09-29 11:57:16,"Aplikasi gak jelas. Mau pengisian tgl malah blank gak bisa isi, belajar lagi deh buat aplikasi yg bagus kayak gimana. Mana ribet pulak. Heleh Kayak gini mau dijadiin metode pembayaran. Keburu kiamat"
Achmad Rizki Yono,1,2021-09-15 07:18:59,"Jelek sekaliii. Saya coba log in beberapa kali tapi tidak dapat kode OTP. akhirnya karena sampai 5 kali saya coba log in, tapi tdk dpt kode OTP. Gabisa log in lagi nunggu 3 jam. Gajelas sekali. Mau masuk mall gabisa. Mohon diperbaiki sistemnya 🙏🏻"
mnstrdms,1,2021-09-24 09:31:23,"Pleasee, aku mau unduh sertifikat vaksin tapi app not responding keluar terus, tiap dibuka suruh update sudah diupdate udah diinstall ulang tetep gabisa.. tolongg aku mau download sertifikat buat kerja. Terima kasih"
Iqbal Nashrulhaq,4,2021-09-25 07:16:41,"Email verifikasi tidak sampe dalam 2 menit waktu tunggu. Baru datang setelah 5 jam. Ga bisa login mulu ini... """"Oke setelah comment disini baru kerasa cepet dapet email verifikasi nya. taekin dikit lah bintang nya"""""
Emma Yulita,1,2021-10-13 12:45:08,"Sy blm berhasil download aplikasi peduli lindungi..krn muter terus..sdh seminggu sy coba tiaap hari tetep tdk bisa..jd kendala buat saya tdk bisa pergi kemana2 khusunya ke mall, sedangkan jadwal vaksin kedua saya di adakan di mall..ga bisa msk mall..bagaimana ini.??"
Volthero Lokollo,5,2021-10-04 13:02:55,👍🏾👍🏾👍🏾👍🏾👍🏾
Nyoman K,3,2021-09-23 23:09:28,Tidak ada fitur untuk upload sertifikat vaksin dari faskes lain. Saya pelaku perjalanan luar negeri dan sudah di vaksin sebelum pulang ke Indonesia. Sertifikat sudah saya email Dan sampai sekarang data saya belum ter update.
Widdy Wiyarto,2,2021-09-15 13:08:15,"boros batere aastaga dragon! udaa gitu tiap mau dibuka apps nya mesti update, jd mesti uninstal, install lagi, mana kalo konformasi email sering gabisa masuk, ribet bin riweuuhh. kalo ga ready apps nya jangan maksain harusnya, ready dulu, settle dulu baru deh launch"
seemly wahid,1,2021-09-15 05:03:28,"mamaku udah vaksin 2 kali, dan katanya kemana mana harus bisa scan pedulilindungi, tapi login aja gabisa. di web selama ini bisa aja buka akun. ini malah jadi nyusahin mau kemana-mana, mau kerja aja repot"
Mansyah satria,1,2021-09-14 08:33:44,"aplikasi apaan ga sesuai namanya??? minta seluruh akses, kalau hanya mencegah bukan berarti telanjangi data user dong. kenapa ga kerjasama dengan seluruh provider telco aja??? coba deh baca app permissionnya. warga negara sudah ga punya hak kebebasan apapun semua sudah di batasi."
Sokib Oke,3,2021-09-30 13:12:46,Melindungu
Eko Sukaryanto,1,2021-09-21 15:04:42,Jelek
Imansyah Putera,1,2021-09-25 10:21:08,Jelek
Islamsyah Akil,1,2021-09-25 00:59:11,Sucks
Ogeno,1,2021-09-21 23:56:45,Uninstall
rdw _hobbies,5,2021-10-02 07:27:00,Okey
YosephFanny Tobing,5,2021-09-19 12:29:43,Mantap
Edysah Anwar,1,2021-09-27 01:11:48,Wew
Andini Berkah Anugrah ABA,5,2021-09-27 03:29:16,Okay
Faizal Achmad,1,2021-09-28 18:35:56,Merepotkan
Mokhammad Bahrul Huda,1,2021-09-14 00:26:37,Ok
Agamas H,1,2021-09-28 03:55:50,Payah
Made Arya Putra,1,2021-09-28 02:01:23,BURIQ
evaknurwakhid,1,2021-09-25 00:44:36,busuk
Aeforee,5,2021-09-23 10:13:09,Ok
rangga ardyan,1,2021-10-04 04:51:33,ngentott
Rizky July Rahmadi,5,2021-09-22 14:33:32,Bagus
U,1,2021-09-23 05:16:29,Ok
Neutrino Fermi,1,2021-10-07 03:58:15,Hufth
Edison Kurniawan,1,2021-10-03 10:18:48,Ribet
Moedja Adzim,1,2021-10-08 16:48:12,Ribet
Usman Muqoffa,5,2021-10-03 09:26:10,tengs
Ruby Rubiono,4,2021-09-17 04:07:38,Guy
Rowy Syahruddin Azhar,1,2021-09-28 01:13:02,Globalisasi
zjoevljaxck,5,2021-09-17 11:24:27,op
Joy R,5,2021-09-17 00:10:20,Ok
sexy bingit,1,2021-09-23 23:13:07,Nob
Dhyka Kurnia Pratama,1,2021-09-19 12:09:09,Sucks
Fandi Ahmad,5,2021-10-02 11:05:58,Mantap
Kontea Dutta,5,2021-09-14 01:11:56,Too
Ganul Ganul,1,2021-09-30 00:58:50,SAMPAH
Jay - Warna Jaya,5,2021-09-17 09:16:39,mantab
Red Velvet,5,2021-09-24 07:07:26,ok
Lulu Padma,1,2021-09-23 09:43:37,Cacat
Iqbal Muhammad,1,2021-09-30 13:07:54,Jelek
JAUH HARI WAWAN SETIAWAN,1,2021-10-08 01:27:44,Busuk
Joshua Kevin Yamonaha,1,2021-09-19 09:42:17,payah
Eat with Sist,1,2021-09-25 23:44:55,Terpaksa
Metha Hapsari,5,2021-10-12 00:46:46,Ok
Dwi Bayu,5,2021-10-05 23:08:15,Bagus
Therecia Orchid,5,2021-10-08 11:09:01,Ok
Abdul Hakim,1,2021-09-20 09:24:26,Lemot
Mulki Romie,5,2021-09-30 07:02:34,Mayan
Bambang Sintoko,5,2021-09-26 14:04:42,his
Cahyo Nugroho,3,2021-09-18 11:10:45,Payah
Kaka Febrio,1,2021-10-09 05:33:02,jelek
Septian Tink,1,2021-09-15 13:43:03,Sampah
Suryanto Exsel,5,2021-10-08 13:26:43,Baik
Kia Sekar,1,2021-10-02 05:23:48,Jelek
cahkatang kediri,1,2021-10-06 05:15:52,Payah
Alvin Aditya,4,2021-09-26 01:46:56,Ok
Judy Tjh,5,2021-09-14 06:29:12,Mantaf
Rongsokk,2,2021-10-13 08:21:18,lemot
Al,1,2021-09-17 16:32:01,Pemaksaan
Numi Mucu,5,2021-09-20 00:08:05,Suip
Michael Kwantarpo,1,2021-10-01 02:35:35,Haha
Farahat,1,2021-09-19 14:01:35,Buruk
Sonata Al Fatiqh,5,2021-09-21 14:49:42,Ok
Didin Wahyudin,5,2021-09-17 14:54:45,Okok
Aril Hisyam,1,2021-09-18 06:48:58,lagh
Zinggo Vape,1,2021-10-03 01:05:28,Bug
Siau Hiji,1,2021-09-23 01:18:59,Nwo
valerianus Canibal,1,2021-09-15 16:43:18,Ampasss
Rimuru Tempest,1,2021-09-21 21:08:14,ribet
Jao Jao,1,2021-09-30 06:37:45,Korup
Arge,1,2021-10-01 09:44:14,Buluk
Dee ant,1,2021-09-26 11:46:33,Paraahhh
Muchthareq Kartikoadi,1,2021-09-25 02:50:00,Busuk
Bahaya Laten,1,2021-09-22 15:33:57,jelek
ARDIANTONO yusuf,1,2021-09-18 23:13:13,Payah
AEF SAEFULLAH S.,5,2021-09-15 03:59:24,Woww
Muhammad Taqiyuddin,1,2021-09-23 10:48:50,ribet
NI GUSTI AYU MADE SRI MULIAWATI,5,2021-09-27 02:59:58,lancar
Ichan Wibowo,5,2021-09-30 02:03:05,Keren
ReN HaSIANNY,1,2021-09-22 06:43:07,"Saya tidak bisa mengisi tanggal lahir saya. Saya sudah mencoba mematikan dan menyalakan ponsel saya kembali, saya tetap tidak bisa mengisi tanggal lahir saya. Saya juga sudah coba keluar dari akun dan masuk kembali, saya tetap tidak bisa membuat perubahan di akun saya. Bagaimana ini? Saya jadi tidak bisa vaksin kedua. Padahal vaksin kedua saya dilakukan di mall yang membutuhkan scan QR code dari aplikasi ini."
Okke Julianto,1,2021-10-03 05:19:35,"Ribet, mau belanja mau apa vaksin dulu . Divaksin kepaksa aja buat persyaratan sesuatu kalo gk penting ya bodo amat gara² luhut sih segala wajib vaksin berak ke wc umum gk skalian aja scan di toilet gk boleh berak kalo gk vaksin"
Nur Hasyim,1,2021-10-02 11:21:53,"Bingung sama aplikasi ini. Bbrp kali minta NIK dan Nama. Udah gitu isi tgl Lahir harus klik berkali². Bayangin umur elo 40 tahun, lo harus klik 40 x 12 bulan...edun! Yg bikin kesel lagi, verifikasi via SMS gak pernah berhasil. Buat apa suruh donlot aplikasi ini...?"
Indriaty Meilani,1,2021-10-05 07:32:50,"Kacau bgt ini app. ga bisa dipake.ga ada menu apa². Kemeninfo ga bisa cari pegawai yg lbh pinter apa? Yg jago IT bisa buat app lebih bagus dri ini banyak dikampus indo. Cb rekrut pegawai yg bener. Mending lsg buka web nya, jelas fiturnya lsg bisa donlot sertifikat"
Nur Fajar Sidik,1,2021-09-24 08:13:22,"Kacau ni yg buat aplikasi....tiap kali mau dibutuhkan bt barcode HARUS & SELALU diminta log in dari awal lagi. Alhasil bukanya mudah tpi RIBET. Harusnya cukup login 1x donk kya Aplikasi lainya gitu....INDONESIA oh...INDONESIA, hufft!!"
ameliana grande,1,2021-09-28 11:22:20,"Tolong yaaaa aku mau ke mall ni, tapi tanggal lahirnya gabisa diisi tu gimana caranyaaaaa ooooyyy?? Barkot nya kan gabisa kalo gituuuu.. Yg bener apa aaahh.. Mau beli bahan skripsi niiii ak mba mas"
Synthia Rynda,2,2021-10-11 15:08:07,"Saya hanya punya satu akun atas nama saya sendiri, tetapi saat ini ada nama orang lain yang tidak saya kenal pada akun saya. Apakah memang bisa satu akun dimiliki oleh 2 orang yang tidak dikenal? Padahal akun tersebut terintegrasi dengan nomer telpon dan email."
Darrell Al-gamar,1,2021-09-27 20:01:55,🍌
arief farchan,2,2021-09-19 10:05:52,🤭
Anang Back,1,2021-09-21 04:27:50,🤪
Natasya Febriyanti Effendy,1,2021-09-19 23:44:42,Ini Kenapa Ya Saya Mau Masukkan Tanggal Lahir Saya Tapi Tidak Bisa? Masalahnya Ini Penting Banget Saya Sudah Vaksin Dan Sekarang Pergi Kemana-mana Harus Scan Code CR Sedangkan Saya Tidak Bisa Melengkapi Tanggal Lahir Saya Saya Jadi Tidak Bisa SCAN Kartu Vaksinasi Saya Juga Tidak Bisa Di Lihat.. Tolong Developer Perbaiki Agar Kita Semua Mudah Untuk Menggunakan Aplikasi Ini
̇,1,2021-09-23 10:37:10,"Aplikasi terbaik waduhhh...udah di vaksin, sertifikat tidak ada, pintar banget yang bikin, bakal pake trus tiap hari. Aplikasi terbaik di dunia!!! Dipake ga bisa, udah diulang berkali kali ganti hp masih gini, Keren banget deh. Moga moga makin hari makin keren. Ga tau nih yang bikin sepinter apa bisa bikin aplikasi kayak gini, bingung"
Thats Why,1,2021-09-15 17:08:06,"Masalah saya ini gmn kok blm slese2? Puluhan kali saya email, lalu telp jg ga slese2. 1 sertifikat tercantum NAMA SAYA tp dgn NIK ISTRI SAYA, dan sebaliknya, NAMA ISTRI SAYA dgn NIK SAYA, kaco kalian. Lalu di akun pedulilindungi saya hilang sertifikatnya, pindah ke akun istri saya, jd di akun istri saya itu ada 2 sertifikat, atas nama saya dan istri dgn NIK yg tertukar. Masa saya hrs sampai ngadu ke iG Pak Jokowi lngsng sih. Kami semua sudah 2x loh vaksin!!"
Habib Ghifari,1,2021-10-08 14:19:30,"Aplikasi tidak dapat berjalan Minta aksea lokasi padahal di pengaturan sudah on tetap minta terus Perbaiki dulu baru nanti bintang 1-nya saya hapus Kalau udah bisa 1 aplikasi lancar, baru link ke mana-mana. Link ke TokPed, Traveloka, Grab, dll. Zzzzz"
Harry Budiarto,2,2021-09-28 02:52:46,"""Masukkan 6 digit kode verifikasi yang dikirimkan ke +62xxxxxx..."" Saya tunggu didepan gang sambil makan buah semangka, sampai biji semangkanya numbuh dan berbuah semangka lagi, trus saya makan lagi buah semangkanya eh itu kodenya belum datang juga ka.. Hihi jk.. Itu kira-kira kenapa yah? Mhn info tq"
Audi Dewa,1,2021-09-20 04:24:19,"Masa aplikasi yg jadi syarat masuk fasilitas umum kualitasnya ampas begini! Udah update beberapa kali tapi bug di sana sini masih dibiarin. Saya dari awal instal aplikasi katrok ini sampe sekarang masih kena bug ""anda terdeteksi menggunakan lokasi buatan"". Kapan benernya woy!"
bayu idris,1,2021-09-15 00:48:59,"kmren waktu ke bandara bali,cek hasil antigen di peduli lindungi tiba2 hilang.bukan cm gw aja tp 7 org tmn gw juga sama..aplikasi masih kaya sampah bgini harusnya dibenerin dl, NORAK TAU GA LU"
Rahman Sujati,1,2021-09-21 03:00:04,"Masih banyak kekurangan selain data pengguna yang tidak diketahui tingkat kemanannya, aplikasi ini juga blm bisa memberikan notifikasi jika pengguna sedang terpapar atau postif covid 19, sehingga banyak pengguna yang positif masih bisa keluyuran di oublic area, aplikasi ini hanya mendeteksi status vaksinasi saja"
Lini Linny,1,2021-10-07 12:29:01,"Sudah lapor ke email bahkan beberapa kali, email yg di sarankan, tapi tetap tak ada perubahan apa-apa, telepon ke 119 ex 9 sulitnya luar biasa sampai saat ini tak bisa di hubungi.. Berbulan-bulan tak ada tanggapan atau perubahan kesalahan data.. sungguh buruk pelayanan..."
Spinal Muscular Atropy Indonesia,1,2021-10-06 07:14:58,"Aplikasi banyak bug ditelp diemail ga ada perbaikan sudah 7 hari lebih, buat susah orang aja, masa serti vaksin 1 sudah keluar , sudah vaksin 1 juga status bisa merah, bubarin aja aplikasinya kalau ga bisa nangani dengan sigap dan cepat. Suruh ngemail dan sudah diemail tapi ga ada tanggapan dan perubahan. sudah 5x email 5x telp."
Ali Aulia Rahman,1,2021-09-15 16:02:08,"Register lewat sms tidak ada code masuk. Register lewat email akhirnya berhasil. Saya download cuma untuk liat sertifikat, sudah masukkan NIK, keterangan vaksin sudah ada, tapi ketika lihat sertifikat malah mental lagi ke menu sebelumnya. App buatan pemerintah selalu gak ada yang benee"
Jossdi,5,2021-09-26 23:31:36,"Aplikasi peduli lindungi sangat bagus dan bermanfaat terutama di masa pandemi covid-19 ini dapat mempermudah dalam berpergian ke tempat-tempat umum, dll dengan menunjukkan kartu vaksin dari aplikasi peduli lindungi. Selama pemakaian aplikasi ini tidak ada masalah atau bug."
reko tomo,5,2021-10-05 13:15:31,"Date picker untuk tanggal lahir tidak ada pilihan tahun, atau entah opsi pilihan tahunnya ngumpet dimana. Akibatnya saya abaikan isi tanggal lahir, karena untuk nyampai ke tahun 1964 saya harus nge tap panah ke kiri sebanyak 57 x 12 = 684 kali 😵."
Saphira Ghina Aqila,1,2021-10-09 07:28:53,"Gabisa login udah mau 2 bulan, setiap coba login selalu terjadi kesalahan bahkan buka website pedulilindungi aja selalu site can't be reached. Ini gimana dong tolongin, udah dm twitter pedulilindungi juga masih blm ada respon sampe sekarang."
Kholilah Dzati Izzah,1,2021-09-25 07:02:04,"Bikin emosi pake aplikasi ini. Ngebug di sana sini, gak responsif sama lokasi dll. Intinya apps pemerintah emang kaga ada yg bwner. Gak usah ngadi2 mau dibikin jadi alat pembayaran digital. Ra mashookk. Benahi dulu keamanannya."
Herlina Lina,3,2021-09-25 15:31:00,"Malam pak ato ibu yg sedang bertugas menjawab pertanyaan saya.Saya mau bertanya,soal vaksin saya tahap1 tidak ad terdaftar. Sedang kan via wa mengirimi saya untuk vaksin ke 2 di enesis sentra vaksin Jakarta timur. Jadi saya sudah mendapat kan vaksin ke 2. Tapi saya cek lewat aplikasi peduli lindungi tidak ad juga terdaftar. Sedangkan kartu vaksin ke 2 saya sudah keluar. Jadi karena di perlukan sertifikat vaksin untuk keluar rumah dan perjalan jauh jadi terkendala. Jd saya mau bertanya,ap bisa hanya kartu vaksin ke 2 di tunjukkan untuk perjalanan keluar maupun penerbangan? Karena sertifikat saya sama sekali tidak ad muncul di aplikasi peduli lindungi. Padahal saya bulan Desember mau melakukan penerbangan di luar kota. Tolong berikan solusinya pada saya,biar saya bisa paham ato mesti vaksin lagi?"
pipipipipip,1,2021-10-13 08:16:26,"data saya ada yang salah, kata petugas vaksinasi datanya tidak bisa diubah disana, harus diubah oleh pusat. sudah saya hubungi semua kontak peduli lindungi di Twitter, ig, sampai email tetap tidak ada tanggapan. saya mohon, tolong perbaiki data saya, saya butuh sertifikat vaksin dan aplikasinya untuk kegiatan saya."
Cruzer Blade,1,2021-09-15 17:00:04,"Mohon maaf , saya gabisa log in mau pun daftar , dan saya cek di web , sertfikat vaksin 1 saya belum ada padahal sudah vaksin , dan sertifikat vaksin di jadikan persyaratan masuk sana sini , tapi masih bisa eror ,ini sangat sangat merugikan ya , tolong di fix segera nih, mumpung blm emosi saya"
Wong K,1,2021-10-09 06:51:29,"Pedulilindungi memalukan bangsa, punya kewenangan besar menolak warga akses ke tempat tertentu tapi tidak menyelesaikan PR nya. Saya sdh vaksin 2x, sdh urus email 3x tapi tetap tidak ada follow up, disini anda merugikan Saya, tapi tdk pernah ada cara bagi Saya selain sabar. Banyak yg kasih angka 1 membuktikan anda kerja ga bener!"
